pair_id,dataset,ku_source,raw_api,canonical_api,canonical_owner,resolution_status,graph_eligible,reference,reference_origin,reference_locator,official_reference_available,ku,identified_relevance,relevant_groundtruth,resolution_candidates,resolution_reason,symbol_artifact,knowledge_entity_id,knowledge_entity_kind,corpus_eligible,previous_reference,previous_reference_origin,previous_reference_locator,reference_alignment_status,reference_review_reason
JODATIME-0045,jodatime,SO,DateTimeConstants,org.joda.time.DateTimeConstants,org.joda.time.DateTimeConstants,resolved,1,"DateTimeConstants is a non-instantiable class of constants used in the date time system. These are the ISO8601 constants, but should be used by all chronologies. DateTimeConstants is thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTimeConstants,1,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1,org.joda.time.DateTimeConstants,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTimeConstants,resolved_api,1,,,,,
JODATIME-0046,jodatime,SO,setCopy,org.joda.time.LocalDate.Property#setCopy(int),org.joda.time.LocalDate.Property,resolved,1,setCopy public LocalDate setCopy (int value) Sets this field in a copy of the LocalDate. The LocalDate attached to this property is unchanged by this call. Parameters: value - the value to set the field in the copy to Returns: a copy of the LocalDate with the field value changed Throws: IllegalArgumentException - if the value isn't valid,official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.LocalDate.Property#setCopy(int),1,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1,org.joda.time.DateMidnight.Property#setCopy(int) | org.joda.time.DateTime.Property#setCopy(int) | org.joda.time.LocalDate.Property#setCopy(int) | org.joda.time.LocalDateTime.Property#setCopy(int) | org.joda.time.LocalTime.Property#setCopy(int) | org.joda.time.MonthDay.Property#setCopy(int) | org.joda.time.Partial.Property#setCopy(int) | org.joda.time.TimeOfDay.Property#setCopy(int) | org.joda.time.YearMonth.Property#setCopy(int) | org.joda.time.YearMonthDay.Property#setCopy(int),KU uniquely identifies the method return type,joda-time:joda-time:2.4,org.joda.time.LocalDate.Property#setCopy(int),resolved_api,1,,,,,
JODATIME-0047,jodatime,SO,DateTime,org.joda.time.DateTime,org.joda.time.DateTime,resolved,1,"DateTime is the standard implementation of an unmodifiable datetime class. DateTime is the most widely used implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. A DateTime calculates its fields with respect to a time zone . Internally, the class holds two pieces of data. Firstly, it holds the datetime as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. Secondly, it holds a Chronology which determines how the millisecond instant value is converted into the date time fields. The default Chronology is ISOChronology which is the agreed international standard and compatible with the modern Gregorian calendar. Each individual field can be queried in two ways: getHourOfDay() hourOfDay().get() The second technique also provides access to other useful methods on the field: numeric value text value short text value maximum/minimum values add/subtract set rounding DateTime is thread-safe and immutable, provided that the Chronology is as well. All standard Chronology classes supplied are thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime,1,"Is there a standard implementation for a GSON Joda Time serialiser? 

I'm using GSON to serialise some object graphs to JSON. These objects graphs use Joda Time entities (`DateTime`, `LocalTime` etc).

The top Google hit for ""gson joda"" is this page:

  * https://sites.google.com/site/gson/gson-type-adapters-for-common-classes



It provides source for a type adapter for `org.joda.time.DateTime`. This link is also what is referenced in the GSON User Guide.

I expected to find a pre-rolled library that included joda-time serialisers that I could reference as a Maven dependency - but I can't find one. 

Is there one? Or am I forced to replicate that snippet in my own project?

I've decided to roll my own open source one - you can find it here:

> https://github.com/gkopff/gson-jodatime-serialisers

Here's the Maven details (check central for the latest version):
    
    
    com.fatboyindustrial.gson-jodatime-serialisers
    gson-jodatime-serialisers
    1.0.0
    
    

And here's a quick example of how you drive it:
    
    
    Gson gson = Converters.registerDateTime(new GsonBuilder()).create();
    SomeContainerObject original = new SomeContainerObject(new DateTime());
    String json = gson.toJson(original);
    SomeContainerObject reconstituted = gson.fromJson(json, SomeContainerObject.class);",1,1,org.joda.time.DateTime,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime,resolved_api,1,,,,,
JODATIME-0048,jodatime,SO,getDayOfYear(),org.joda.time.base.AbstractDateTime#getDayOfYear(),org.joda.time.base.AbstractDateTime,resolved,1,"Returns the day-of-year value for a date/time object, allowing dates to be compared within the same year. It can be used, for example, to determine whether a date falls on the final day of the year.",qwen3.8-max,model:qwen3.8-max,0,"What is a smarter way to check if a Joda-Time DateTime object does not represent the last day of the year? 

I am using Joda-Time and I would like to check if a specific date is not the last day of a year (in other words the date should not be 31/12/XXXX). It should work for any year.

To implement this check I have done something like this:
    
    
    DateTime dataSecondoMovimento = new DateTime(mappaQuote.get(2).getDatariferimentoprezzo());
    if(!(dataSecondoMovimento.getMonthOfYear() == 12 && dataSecondoMovimento.getDayOfMonth() == 31)) {
    System.out.println(""It is not the end of year !!!"");
    }
    

So basically I am checking if the month is not December and if the day is not 31 (both have to be true for it not to be the last day of year). I think that this should work fine.

My question: does Joda-Time provide a neater way of doing this? Does there exist a method of checking if a specific date is the last day of the year?

Currently Joda Time don't have direct implementation of getLastDayOfYear(), we have to use logical way to handle the last day of year, one way you tried or you can use alternate way as below 
    
    
     public int getDayOfYear() { //This is library method
    return getChronology().dayOfYear().get(getMillis());
    }
    if(!getDayOfYear() <=365 ||!getDayOfYear() <=366) { //Considering leap year
    System.out.println(""It is not the end of year !!!"");
    }",1,1,org.joda.time.base.AbstractDateTime#getDayOfYear(),"KU declares a DateTime and quotes the getDayOfYear implementation; binary hierarchy is DateTime -> BaseDateTime -> AbstractDateTime, where the public method is declared.",joda-time:joda-time:2.4,org.joda.time.base.AbstractDateTime#getDayOfYear(),resolved_api,1,,,,,
JODATIME-0049,jodatime,TU,DateTime,org.joda.time.DateTime,org.joda.time.DateTime,resolved,1,"DateTime is the standard implementation of an unmodifiable datetime class. DateTime is the most widely used implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. A DateTime calculates its fields with respect to a time zone . Internally, the class holds two pieces of data. Firstly, it holds the datetime as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. Secondly, it holds a Chronology which determines how the millisecond instant value is converted into the date time fields. The default Chronology is ISOChronology which is the agreed international standard and compatible with the modern Gregorian calendar. Each individual field can be queried in two ways: getHourOfDay() hourOfDay().get() The second technique also provides access to other useful methods on the field: numeric value text value short text value maximum/minimum values add/subtract set rounding DateTime is thread-safe and immutable, provided that the Chronology is as well. All standard Chronology classes supplied are thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime,1,"### Time fields

Another set of properties access fields representing intra-day durations for time calculations. Thus to compute the hours, minutes and seconds of the instant represented by a `DateTime`, we would write 
    
    
        int hour = dt.getHourOfDay(),
        int min = dt.getMinuteOfHour(),
        int sec = dt.getSecondOfMinute(),
    

Again each of these has a corresponding property method for more complex manipulation. The complete list of time fields can be found in the field reference.",1,1,org.joda.time.DateTime,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime,resolved_api,1,,,,,
JODATIME-0050,jodatime,TU,toFormatter,org.joda.time.format.DateTimeFormatterBuilder#toFormatter(),org.joda.time.format.DateTimeFormatterBuilder,resolved,1,toFormatter public DateTimeFormatter toFormatter () Constructs a DateTimeFormatter using all the appended elements. This is the main method used by applications at the end of the build process to create a usable formatter. Subsequent changes to this builder do not affect the returned formatter. The returned formatter may not support both printing and parsing. The methods DateTimeFormatter.isPrinter() and DateTimeFormatter.isParser() will help you determine the state of the formatter. Throws: UnsupportedOperationException - if neither printing nor parsing is supported,official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.format.DateTimeFormatterBuilder#toFormatter(),1,"### Freaky Formatters

Finally, if you have a format that is not easily represented by a pattern string, Joda Time architecture exposes a builder class that can be used to build a custom formatter which is programatically defined. Thus if you wanted a formatter to print and parse dates of the form "",22-Jan-65"",, you could do the following: 
    
    
        DateTimeFormatter fmt = new DateTimeFormatterBuilder()
                .appendDayOfMonth(2)
                .appendLiteral('-')
                .appendMonthOfYearShortText()
                .appendLiteral('-')
                .appendTwoDigitYear(1956)  // pivot = 1956
                .toFormatter(),
    

Each append method appends a new field to be parsed/printed to the calling builder and returns a new builder. The final `toFormatter` method creates the actual formatter that will be used to print/parse. 

What is particularly interesting about this format is the two digit year. Since the interpretation of a two digit year is ambiguous, the `appendTwoDigitYear` takes an extra parameter that defines the 100 year range of the two digits, by specifying the mid point of the range. In this example the range will be (1956 - 50) = 1906, to (1956 + 49) = 2005. Thus 04 will be 2004 but 07 will be 1907. This kind of conversion is not possible with ordinary format strings, highlighting the power of the Joda time formatting architecture.",1,1,org.joda.time.format.DateTimeFormatterBuilder#toFormatter() | org.joda.time.format.PeriodFormatterBuilder#toFormatter(),KU uniquely mentions the owner,joda-time:joda-time:2.4,org.joda.time.format.DateTimeFormatterBuilder#toFormatter(),resolved_api,1,,,,,
JODATIME-0051,jodatime,TU,appendTwoDigitYear,org.joda.time.format.DateTimeFormatterBuilder#appendTwoDigitYear(int),org.joda.time.format.DateTimeFormatterBuilder,resolved,1,"appendTwoDigitYear public DateTimeFormatterBuilder appendTwoDigitYear (int pivot) Instructs the printer to emit a numeric year field which always prints and parses two digits. A pivot year is used during parsing to determine the range of supported years as (pivot - 50) .. (pivot + 49) . pivot supported range 00 is 20 is 40 is 60 is 80 is --------------------------------------------------------------- 1950 1900..1999 1900 1920 1940 1960 1980 1975 1925..2024 2000 2020 1940 1960 1980 2000 1950..2049 2000 2020 2040 1960 1980 2025 1975..2074 2000 2020 2040 2060 1980 2050 2000..2099 2000 2020 2040 2060 2080 Parameters: pivot - pivot year to use when parsing Returns: this DateTimeFormatterBuilder, for chaining",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.format.DateTimeFormatterBuilder#appendTwoDigitYear(int),1,"### Freaky Formatters

Finally, if you have a format that is not easily represented by a pattern string, Joda Time architecture exposes a builder class that can be used to build a custom formatter which is programatically defined. Thus if you wanted a formatter to print and parse dates of the form "",22-Jan-65"",, you could do the following: 
    
    
        DateTimeFormatter fmt = new DateTimeFormatterBuilder()
                .appendDayOfMonth(2)
                .appendLiteral('-')
                .appendMonthOfYearShortText()
                .appendLiteral('-')
                .appendTwoDigitYear(1956)  // pivot = 1956
                .toFormatter(),
    

Each append method appends a new field to be parsed/printed to the calling builder and returns a new builder. The final `toFormatter` method creates the actual formatter that will be used to print/parse. 

What is particularly interesting about this format is the two digit year. Since the interpretation of a two digit year is ambiguous, the `appendTwoDigitYear` takes an extra parameter that defines the 100 year range of the two digits, by specifying the mid point of the range. In this example the range will be (1956 - 50) = 1906, to (1956 + 49) = 2005. Thus 04 will be 2004 but 07 will be 1907. This kind of conversion is not possible with ordinary format strings, highlighting the power of the Joda time formatting architecture.",1,1,org.joda.time.format.DateTimeFormatterBuilder#appendTwoDigitYear(int),KU uniquely mentions the owner,joda-time:joda-time:2.4,org.joda.time.format.DateTimeFormatterBuilder#appendTwoDigitYear(int),resolved_api,1,,,,,
JODATIME-0052,jodatime,SO,DateTime,org.joda.time.DateTime,org.joda.time.DateTime,resolved,1,"DateTime is the standard implementation of an unmodifiable datetime class. DateTime is the most widely used implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. A DateTime calculates its fields with respect to a time zone . Internally, the class holds two pieces of data. Firstly, it holds the datetime as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. Secondly, it holds a Chronology which determines how the millisecond instant value is converted into the date time fields. The default Chronology is ISOChronology which is the agreed international standard and compatible with the modern Gregorian calendar. Each individual field can be queried in two ways: getHourOfDay() hourOfDay().get() The second technique also provides access to other useful methods on the field: numeric value text value short text value maximum/minimum values add/subtract set rounding DateTime is thread-safe and immutable, provided that the Chronology is as well. All standard Chronology classes supplied are thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime,1,"Difference in days between two dates in Java? 

I need to find the number of days between two dates: one is from a report and one is the current date. My snippet:
    
    
     int age=calculateDifference(agingDate, today);
    

Here `calculateDifference` is a private method, `agingDate` and `today` are `Date` objects, just for your clarification. I've followed two articles from a Java forum, Thread 1 / Thread 2. 

It works fine in a standalone program although when I include this into my logic to read from the report I get an unusual difference in values. 

Why is it happening and how can I fix it?

EDIT :

I'm getting a greater number of days compared to the actual amount of Days.
    
    
    public static int calculateDifference(Date a, Date b)
    {
    int tempDifference = 0;
    int difference = 0;
    Calendar earlier = Calendar.getInstance();
    Calendar later = Calendar.getInstance();
    if (a.compareTo(b) < 0)
    {
    earlier.setTime(a);
    later.setTime(b);
    }
    else
    {
    earlier.setTime(b);
    later.setTime(a);
    }
    while (earlier.get(Calendar.YEAR) != later.get(Calendar.YEAR))
    {
    tempDifference = 365 * (later.get(Calendar.YEAR) - earlier.get(Calendar.YEAR));
    difference += tempDifference;
    earlier.add(Calendar.DAY_OF_YEAR, tempDifference);
    }
    if (earlier.get(Calendar.DAY_OF_YEAR) != later.get(Calendar.DAY_OF_YEAR))
    {
    tempDifference = later.get(Calendar.DAY_OF_YEAR) - earlier.get(Calendar.DAY_OF_YEAR);
    difference += tempDifference;
    earlier.add(Calendar.DAY_OF_YEAR, tempDifference);
    }
    return difference;
    }
    

Note :

Unfortunately, none of the answers helped me solve the problem. I've accomplished this problem with the help of Joda-time library.

I would suggest you use the excellent Joda Time library instead of the flawed java.util.Date and friends. You could simply write
    
    
    import java.util.Date;
    import org.joda.time.DateTime;
    import org.joda.time.Days;
    Date past = new Date(110, 5, 20); // June 20th, 2010
    Date today = new Date(110, 6, 24); // July 24th 
    int days = Days.daysBetween(new DateTime(past), new DateTime(today)).getDays(); // => 34",1,1,org.joda.time.DateTime,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime,resolved_api,1,,,,,
JODATIME-0053,jodatime,SO,Interval,org.joda.time.Interval,org.joda.time.Interval,resolved,1,"Interval is the standard implementation of an immutable time interval. A time interval represents a period of time between two instants. Intervals are inclusive of the start instant and exclusive of the end. The end instant is always greater than or equal to the start instant. Intervals have a fixed millisecond duration. This is the difference between the start and end instants. The duration is represented separately by ReadableDuration . As a result, intervals are not comparable. To compare the length of two intervals, you should compare their durations. An interval can also be converted to a ReadablePeriod . This represents the difference between the start and end points in terms of fields such as years and days. Interval is thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Interval,1,"LocalDate interval in Joda-time 

Joda-time has an Interval class, which is a range between DateTimes. What can be used for a range of LocalDates?

I want an object that represents, for example ""from 1/1/2011 to 10/1/2011"", without the time (or timezones) ever coming into the picture.

As far as I see, joda-time doesn't have anything built in for that. If there doesn't exist anything for it, and we'd create it, what should it look like? Most importantly, which interfaces from joda-time could it implement to best integrate into the other types, staying consistent with the joda-time design? Would it make sense for it to implement `ReadableInterval`, where `getStart` and `getEnd` return `DateMidnight`?

The Interval class represents an interval of time from one millisecond instant to another instant (complete with timezone). DateMidnight is such an instant. So your proposed implementation of an interval for DateMidnights is allready there.
    
    
    Interval i = new Interval(
    new DateMidnight(2010, 3, 2), new DateMidnight(2010, 3, 5));
    i.contains(new DateTime(2010, 3, 1, 23, 59, 59, 999)); // == false
    i.contains(new DateTime(2010, 3, 2, 0, 0, 0, 0)); // == true
    i.contains(new DateTime(2010, 3, 4, 23, 59, 59, 999)); // == true
    i.contains(new DateTime(2010, 3, 5, 0, 0, 0, 0)); // == false
    

However the concept of your searched interval for LocalDates aka a Partial (without timezones) is not yet existent. If you're going to implement it for yourself, don't implement any interval interfaces at all. It would interfere with your wishes, because it is, as stated before, based on instants.",1,1,org.joda.time.Interval,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Interval,resolved_api,1,,,,,
JODATIME-0054,jodatime,SO,DateTime,org.joda.time.DateTime,org.joda.time.DateTime,resolved,1,"DateTime is the standard implementation of an unmodifiable datetime class. DateTime is the most widely used implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. A DateTime calculates its fields with respect to a time zone . Internally, the class holds two pieces of data. Firstly, it holds the datetime as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. Secondly, it holds a Chronology which determines how the millisecond instant value is converted into the date time fields. The default Chronology is ISOChronology which is the agreed international standard and compatible with the modern Gregorian calendar. Each individual field can be queried in two ways: getHourOfDay() hourOfDay().get() The second technique also provides access to other useful methods on the field: numeric value text value short text value maximum/minimum values add/subtract set rounding DateTime is thread-safe and immutable, provided that the Chronology is as well. All standard Chronology classes supplied are thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime,1,"First day of next month with java Joda-Time 

How would you rewrite the method below, which returns the first day of next month, with the `org.joda.time` package in Joda-Time?
    
    
    public static Date firstDayOfNextMonth() {
    Calendar nowCal = Calendar.getInstance();
    int month = nowCal.get(Calendar.MONTH) + 1;
    int year = nowCal.get(Calendar.YEAR);
    Calendar cal = Calendar.getInstance();
    cal.clear();
    cal.set(Calendar.YEAR, year);
    cal.set(Calendar.MONTH, month);
    cal.set(Calendar.DAY_OF_MONTH, 1);
    Date dueDate = new Date(cal.getTimeInMillis());
    return dueDate;
    }
    
    
    
     LocalDate today = new LocalDate();
    LocalDate d1 = today.plusMonths(1).withDayOfMonth(1);
    

A little easier and cleaner, isn't it? :-)

Update: If you want to return a date:
    
    
    return new Date(d1.toDateTimeAtStartOfDay().getMillis());
    

but I strongly advise you to avoid mixing pure DATE types (i.e. a day in the calendar, without time information) with DATETIME types, specially with a ""physical"" datetime type as is the hideous `java.util.Date` . It's somewhat like converting from-to integer and floating types, you must be careful.",1,1,org.joda.time.DateTime,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.DateTime,resolved_api,1,,,,,
JODATIME-0055,jodatime,SO,year(),org.joda.time.LocalDate#year(),org.joda.time.LocalDate,resolved,1,year public LocalDate.Property year () Get the year property which provides access to advanced functionality. Returns: the year property,official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.LocalDate#year(),1,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1,org.joda.time.Chronology#year() | org.joda.time.DateMidnight#year() | org.joda.time.DateTime#year() | org.joda.time.DateTimeFieldType#year() | org.joda.time.LocalDate#year() | org.joda.time.LocalDateTime#year() | org.joda.time.MutableDateTime#year() | org.joda.time.YearMonth#year() | org.joda.time.YearMonthDay#year() | org.joda.time.chrono.AssembledChronology#year() | org.joda.time.chrono.BaseChronology#year() | org.joda.time.format.ISODateTimeFormat#year(),KU uniquely mentions the owner,joda-time:joda-time:2.4,org.joda.time.LocalDate#year(),resolved_api,1,,,,,
JODATIME-0056,jodatime,SO,Instant,org.joda.time.Instant,org.joda.time.Instant,resolved,1,"Instant is the standard implementation of a fully immutable instant in time. Instant is an implementation of ReadableInstant . As with all instants, it represents an exact point on the time-line, but limited to the precision of milliseconds. An Instant should be used to represent a point in time irrespective of any other factor, such as chronology or time zone. Internally, the class holds one piece of data, the instant as milliseconds from the Java epoch of 1970-01-01T00:00:00Z. For example, an Instant can be used to compare two DateTime objects irrespective of chronology or time zone. boolean sameInstant = dt1.toInstant().equals(dt2.toInstant()); Note that the following code will also perform the same check: boolean sameInstant = dt1.isEqual(dt2); Instant is thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Instant,1,"Why are Joda objects immutable? 

I have read that with a Java version less than 7, Joda Time objects are more reliable than Java's built-ins. One cited reason is that Joda objects are immutable. Why is this beneficial? If I want to change the year, hour, and timezone of a Joda DateTime object, I need to make three copies!

> If I want to change the year, hour, and timezone of a Joda DateTime object, I need to make three copies!

Yes, indeed. Or you could create one new object, using all the fields you like from the old object, of course.

This is a thoroughly good thing - because it means when you want to rely on an object not changing, it won't. Consider this pseudo-code:
    
    
    private static final Instant EARLIEST_ALLOWED_ARTICLE = ...;
    private Instant creationTimestamp;
    public Article(Instant creationTimestamp, ...) {
    if (creationTimestamp.isBefore(EARLIEST_ALLOWED_ARTICLE)) {
    throw new IllegalArgumetnException(...);
    }
    this.creationTimestamp = creationTimestamp;
    ...
    }
    

That's fine, because `Instant` is immutable. If it were mutable, the validation in the constructor would be worthless - unless you created a defensive copy at that point.

In my experience, you want to pass around references and know that the values won't change more than you want to actually make changes to existing objects, so immutability leads to fewer bugs (with mutable objects you can forget to take a copy, and any validation is then useless) and fewer copies being made.

Basically, it allows you to reason about your code locally without making copies of everything you either accept and store, or return to other code. When only your code can change the state of your object, it's much simpler to work out what will happen over time.

Joda Time actually fails somewhat because it has both mutable and immutable types - if you just program to the interface (e.g. `ReadableInstant`) then you don't get those guarantees. That's why in Noda Time I made all the types genuinely immutable.

Out of interest, would you want `String` to be mutable? If not, try to think about whether there are real differences between the two scenarios.",1,1,org.joda.time.Instant,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Instant,resolved_api,1,,,,,
JODATIME-0057,jodatime,SO,year(),org.joda.time.DateTime#year(),org.joda.time.DateTime,resolved,1,year public DateTime.Property year () Get the year property which provides access to advanced functionality. Returns: the year property,official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.DateTime#year(),1,"Get Date in Java given Week number, week day and year 

Given Week of the year, the week day and the year, how can we get the Date in Java?

With Jodatime, I tried the following:
    
    
    DateTime dt = new DateTime();
    dt.withYear(year);
    dt.withWeekOfWeekyear(weekOfYear);
    dt.withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

But it gets the current Date!

JodaTime returns a changed copy, so do:
    
    
    DateTime dt = new DateTime()
    .withYear(year)
    .withWeekOfWeekyear(weekOfYear)
    .withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

And this should work as expected.",1,1,org.joda.time.Chronology#year() | org.joda.time.DateMidnight#year() | org.joda.time.DateTime#year() | org.joda.time.DateTimeFieldType#year() | org.joda.time.LocalDate#year() | org.joda.time.LocalDateTime#year() | org.joda.time.MutableDateTime#year() | org.joda.time.YearMonth#year() | org.joda.time.YearMonthDay#year() | org.joda.time.chrono.AssembledChronology#year() | org.joda.time.chrono.BaseChronology#year() | org.joda.time.format.ISODateTimeFormat#year(),KU uniquely mentions the owner,joda-time:joda-time:2.4,org.joda.time.DateTime#year(),resolved_api,1,,,,,
JODATIME-0058,jodatime,TU,Interval,org.joda.time.Interval,org.joda.time.Interval,resolved,1,"Interval is the standard implementation of an immutable time interval. A time interval represents a period of time between two instants. Intervals are inclusive of the start instant and exclusive of the end. The end instant is always greater than or equal to the start instant. Intervals have a fixed millisecond duration. This is the difference between the start and end instants. The duration is represented separately by ReadableDuration . As a result, intervals are not comparable. To compare the length of two intervals, you should compare their durations. An interval can also be converted to a ReadablePeriod . This represents the difference between the start and end points in terms of fields such as years and days. Interval is thread-safe and immutable.",official_javadoc,joda-time:joda-time:2.4-javadoc.jar#org.joda.time.Interval,1,"## Intervals

An `Interval` in Joda-Time represents an interval of time from one instant to another instant. Both instants are fully specified instants in the datetime continuum, complete with time zone. 

`Intervals` are implemented as half-open, which is to say that the start instant is inclusive but the end instant is exclusive. The end is always greater than or equal to the start. Both end-points are restricted to having the same chronology and the same time zone. 

Two implementations are provided, `Interval` and `MutableInterval`, both are specializations of `ReadableInterval`.",1,1,org.joda.time.Interval,unique authoritative class,joda-time:joda-time:2.4,org.joda.time.Interval,resolved_api,1,,,,,
