pair_id,dataset,ku_source,raw_api,canonical_api,canonical_owner,resolution_status,graph_eligible,reference,reference_origin,reference_locator,official_reference_available,ku,identified_relevance,relevant_groundtruth,resolution_candidates,resolution_reason,symbol_artifact,knowledge_entity_id,knowledge_entity_kind,corpus_eligible
SMACK-0043,smack,SO,Form,org.jivesoftware.smackx.Form,org.jivesoftware.smackx.Form,resolved,1,"Represents a Form for gathering data. The form could be of the following types: form ? Indicates a form to fill out. submit ? The form is filled out, and this is the data that is being returned from the form. cancel ? The form was cancelled. Tell the asker that piece of information. result ? Data results being returned from a search, or some other query. Depending of the form's type different operations are available. For example, it's only possible to set answers if the form is of type ""submit"".",dataset_re,data/RE_reference/RE-smack.csv,1,"How do I know if an account exists in a XMPP server from the client? 

I'm developing an IM application using Smack library, and I'm facing some problems. 

I'd like to know if it's possible to check for the existence of a user by its username in the server. My application has to check if the people of the system contact list has an account opened in my server and they aren't in their friend list.

So far I managed to add every contact in the system contact list to the server's contact list of my user -even if they haven't got an account beforehand-, but that's not what I'm looking for.

Here is the code (Contact is like a wrapper class for Smack's RosterEntry):
    
    
    public void addAllContactsIfExisting(Contact[] contactsAgenda) {
    for (Contact contact: contactsAgenda) {
    if (!isContactMyFriend(contact)) {
    try {
    // I'd like to check for account existence here, being contact.getJid() the username as it'd be in the server
    conn.getRoster().createEntry(contact.getJid(), contact.getName(), null);
    } catch (XMPPException e) {
    e.printStackTrace();
    }
    }
    }
    }
    

If it helps, I'm currently using Openfire as server.

You can Try this Snippet for Searching a User : 
    
    
    public Boolean checkIfUserExists(String user) throws XMPPException{
    UserSearchManager search = new UserSearchManager(xmppConnection); 
    Form searchForm = search.getSearchForm(""search.""+xmppConnection.getServiceName());
    Form answerForm = searchForm.createAnswerForm(); 
    answerForm.setAnswer(""Username"", true); 
    answerForm.setAnswer(""search"", user); 
    ReportedData data = search.getSearchResults(answerForm,""search.""+xmppConnection.getServiceName()); 
    if (data.getRows() != null) {
    Iterator it = data.getRows();
    while (it.hasNext()) {
    Row row = it.next();
    Iterator iterator = row.getValues(""jid"");
    if (iterator.hasNext()) {
    String value = iterator.next().toString();
    System.out.println(""Iteartor values...... "" + value);
    }
    }
    return true;
    }
    return false;
    }",1,0,org.jivesoftware.smackx.Form,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.Form,resolved_api,1
SMACK-0044,smack,TU,FileTransferManager,org.jivesoftware.smackx.filetransfer.FileTransferManager,org.jivesoftware.smackx.filetransfer.FileTransferManager,resolved,1,"The file transfer manager class handles the sending and receiving of files. To send a file invoke the createOutgoingFileTransfer(EntityFullJid) method. And to receive a file add a file transfer listener to the manager. The listener will notify you when there is a new file transfer request. To create the IncomingFileTransfer object accept the transfer, or, if the transfer is not desirable reject it.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Recieving a file from another user

Description

The user may wish to recieve files from another user. The process of recieving a file is event driven, new file transfer requests are recieved from other users via a listener registered with the file transfer manager.

Usage

In order to recieve a file you must first construct an instance of the  FileTransferManager  class. This class has one constructor with one parameter which is your Connection. In order to instantiate the manager you should call  new FileTransferManager.FileTransferManager(connection) 

Once you have your  FileTransferManager  you will need to register a listener with it. The FileTransferListner interface has one method,  FileTransferListener.fileTransferRequest(request) . When a request is recieved through this method, you can either accept or reject the request. To help you make your decision there are several methods in the  FileTransferRequest  class that return information about the transfer request.",1,1,org.jivesoftware.smackx.filetransfer.FileTransferManager,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.FileTransferManager,resolved_api,1
SMACK-0045,smack,TU,NodeInformationProvider,org.jivesoftware.smackx.NodeInformationProvider,org.jivesoftware.smackx.NodeInformationProvider,resolved,1,"The NodeInformationProvider is responsible for providing supported identities, features and hosted items (i.e. DiscoverItems.Item) about a given node. This information will be requested each time this XMPPP client receives a disco info or items requests on the given node. each time this XMPPP client receives a disco info or items requests on the given node.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Provide node information

Description

Your XMPP entity may receive a discovery request for items non-addressable as a JID such as the MUC rooms where you are joined. In order to answer the correct information it is necessary to configure the information providers associated to the items/nodes within the Smack client.

Usage

In order to configure the associated nodes within the Smack client you will need to create a NodeInformationProvider and register it with the  ServiceDiscoveryManager . To get your ServiceDiscoveryManager send  ServiceDiscoveryManager.getInstanceFor(connection)  to the class  ServiceDiscoveryManager  where connection is your Connection. 

Once you have your ServiceDiscoveryManager you will be able to register information providers for the XMPP entity's nodes. To register a new node information provider send  ServiceDiscoveryManager.setNodeInformationProvider(String node, NodeInformationProvider listener)  to your  ServiceDiscoveryManager  where node is the item non-addressable as a JID and listener is the  NodeInformationProvider  to register. To unregister a  NodeInformationProvider  send  ServiceDiscoveryManager.removeNodeInformationProvider(String node)  to your  ServiceDiscoveryManager  where node is the item non-addressable as a JID whose information provider we want to unregister.

Examples

In this example we can see how to register a NodeInformationProvider with a ServiceDiscoveryManager that will provide information concerning a node named ""http://jabber.org/protocol/muc#rooms"": 

> 
>           // Set the NodeInformationProvider that will provide information about the
>     // joined rooms whenever a disco request is received 
>     ServiceDiscoveryManager.getInstanceFor(connection).setNodeInformationProvider(
>     ""http://jabber.org/protocol/muc#rooms"",
>     new NodeInformationProvider() {
>     public Iterator getNodeItems() {
>     ArrayList answer = new ArrayList();
>     Iterator rooms = MultiUserChat.getJoinedRooms(connection);
>     while (rooms.hasNext()) {
>     answer.add(new DiscoverItems.Item((String)rooms.next()));
>     }
>     return answer.iterator(); 
>     }
>     });
>",1,1,org.jivesoftware.smackx.NodeInformationProvider,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.NodeInformationProvider,resolved_api,1
SMACK-0046,smack,TU,ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved,1,Manages discovery of services in XMPP entities. This class provides: A registry of supported features in this XMPP entity. Automatic response when this XMPP entity is queried for information. Ability to discover items and information of remote XMPP entities. Ability to publish publicly available items.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Discover items associated with an XMPP entity

Description

In order to obtain information about a specific item you have to first discover the items available in an XMPP entity.

Usage

Once you have your ServiceDiscoveryManager you will be able to discover items associated with an XMPP entity. To discover the items of a given XMPP entity send  ServiceDiscoveryManager.discoverItems(entityID)  to your  ServiceDiscoveryManager  where entityID is the ID of the entity. The message  ServiceDiscoveryManager.discoverItems(entityID)  will answer an instance of  DiscoverItems  that contains the discovered items.

Examples

In this example we can see how to discover the items associated with an online catalog service: 

> 
>           // Obtain the ServiceDiscoveryManager associated with my Connection
>     ServiceDiscoveryManager discoManager = ServiceDiscoveryManager.getInstanceFor(connection);
>     // Get the items of a given XMPP entity
>     // This example gets the items associated with online catalog service
>     DiscoverItems discoItems = discoManager.discoverItems(""plays.shakespeare.lit"");
>     // Get the discovered items of the queried XMPP entity
>     Iterator it = discoItems.getItems();
>     // Display the items of the remote XMPP entity
>     while (it.hasNext()) {
>     DiscoverItems.Item item = (DiscoverItems.Item) it.next();
>     System.out.println(item.getEntityID());
>     System.out.println(item.getNode());
>     System.out.println(item.getName());
>     }
>",1,1,org.jivesoftware.smackx.ServiceDiscoveryManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved_api,1
SMACK-0047,smack,TU,MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,resolved,1,"A MultiUserChat room (XEP-45), created with MultiUserChatManager.getMultiUserChat(EntityBareJid). A MultiUserChat is a conversation that takes place among many users in a virtual room. A room could have many occupants with different affiliation and roles. Possible affiliations are ""owner"", ""admin"", ""member"", and ""outcast"". Possible roles are ""moderator"", ""participant"", and ""visitor"". Each role and affiliation guarantees different privileges (e.g. Send messages to all occupants, Kick participants and visitors, Grant voice, Edit member list, etc.). Note: Make sure to leave the MUC (leave()) when you don't need it anymore or otherwise you may leak the instance.",dataset_re,data/RE_reference/RE-smack.csv,1,"### Manage role modifications - part 2

Usage

In order to grant voice (i.e. make someone a participant) just send the message  MultiUserChat.grantVoice(String nickname)  to  MultiUserChat . Use  MultiUserChat.revokeVoice(String nickname)  to revoke the occupant's voice (i.e. make the occupant a visitor).

In order to grant moderator privileges to a participant or visitor just send the message  MultiUserChat.grantModerator(String nickname)  to  MultiUserChat . Use  MultiUserChat.revokeModerator(String nickname)  to revoke the moderator privilege from the occupant thus making the occupant a participant.

Smack allows you to listen for role modification events. If you are interested in listening role modification events of any occupant then use the listener  ParticipantStatusListener . But if you are interested in listening for your own role modification events, use the listener  UserStatusListener . Both listeners should be added to the  MultiUserChat  by using  MultiUserChat.addParticipantStatusListener(ParticipantStatusListener listener)  or  MultiUserChat.addUserStatusListener(UserStatusListener listener)  respectively. These listeners include several notification events but you may be interested in just a few of them. Smack provides default implementations for these listeners avoiding you to implement all the interfaces' methods. The default implementations are  DefaultUserStatusListener  and  DefaultParticipantStatusListener . Below you will find the sent messages to the listeners whenever an occupant's role has changed.",1,1,org.jivesoftware.smackx.muc.MultiUserChat,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.MultiUserChat,resolved_api,1
SMACK-0048,smack,TU,MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,org.jivesoftware.smackx.muc.MultiUserChat,resolved,1,"A MultiUserChat room (XEP-45), created with MultiUserChatManager.getMultiUserChat(EntityBareJid). A MultiUserChat is a conversation that takes place among many users in a virtual room. A room could have many occupants with different affiliation and roles. Possible affiliations are ""owner"", ""admin"", ""member"", and ""outcast"". Possible roles are ""moderator"", ""participant"", and ""visitor"". Each role and affiliation guarantees different privileges (e.g. Send messages to all occupants, Kick participants and visitors, Grant voice, Edit member list, etc.). Note: Make sure to leave the MUC (leave()) when you don't need it anymore or otherwise you may leak the instance.",dataset_re,data/RE_reference/RE-smack.csv,1,"### Manage affiliation modifications - part 2

The member affiliation provides a way for a room owner or admin to specify a ""whitelist"" of users who are allowed to enter a members-only room. When a member enters a members-only room, his or her affiliation does not change, no matter what his or her role is. The member affiliation also provides a way for users to effectively register with an open room and thus be permanently associated with that room in some way (one result may be that the user's nickname is reserved in the room).

An outcast is a user who has been banned from a room and who is not allowed to enter the room. Whenever a user's affiliation is changed Smack will trigger specific events.

Usage

In order to grant membership to a room, administrator privileges or owner priveliges just send  MultiUserChat.grantMembership(String jid) ,  MultiUserChat.grantAdmin(String jid)  or  MultiUserChat.grantOwnership(String jid)  to  MultiUserChat  respectively. Use  MultiUserChat.revokeMembership(String jid) ,  MultiUserChat.revokeAdmin(String jid)  or  MultiUserChat.revokeOwnership(String jid)  to revoke the membership to a room, administrator privileges or owner priveliges respectively.",1,1,org.jivesoftware.smackx.muc.MultiUserChat,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.muc.MultiUserChat,resolved_api,1
SMACK-0049,smack,TU,MessageEventManager,org.jivesoftware.smackx.MessageEventManager,org.jivesoftware.smackx.MessageEventManager,resolved,1,Manages message events requests and notifications. A MessageEventManager provides a high level access to request for notifications and send event notifications. It also provides an easy way to hook up custom logic when requests or notifications are received.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Requesting Event Notifications

Description

In order to receive event notifications for a given message you first have to specify which events are you interested in. Each message that you send has to request its own event notifications. Therefore, every message that you send as part of a chat should request its own event notifications.

Usage

The class  MessageEventManager  provides an easy way for requesting event notifications. All you have to do is specify the message that requires the event notifications and the events that you are interested in. 

Use the static method  MessageEventManager.MessageEventManager.addNotificationsRequests(Message message, boolean offline, boolean delivered, boolean displayed, boolean composing)  for requesting event notifications. 

Example

Below you can find an example that logs in a user to the server, creates a message, adds the requests for notifications and sends the message. 

> 
>           // Connect to the server and log in
>     conn1 = new XMPPConnection(host);
>     conn1.login(server_user1, pass1);
>     // Create a chat with user2
>     Chat chat1 = conn1.createChat(user2);
>     // Create a message to send
>     Message msg = chat1.createMessage();
>     msg.setSubject(""Any subject you want"");
>     msg.setBody(""An interesting body comes here..."");
>     // Add to the message all the notifications requests (offline, delivered, displayed,
>     // composing)
>     MessageEventManager.addNotificationsRequests(msg, true, true, true, true);
>     // Send the message that contains the notifications request
>     chat1.sendMessage(msg);
>",1,1,org.jivesoftware.smackx.MessageEventManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.MessageEventManager,resolved_api,1
SMACK-0050,smack,SO,OutgoingFileTransfer,org.jivesoftware.smackx.filetransfer.OutgoingFileTransfer,org.jivesoftware.smackx.filetransfer.OutgoingFileTransfer,resolved,1,Handles the sending of a file to another user. File transfer's in jabber have several steps and there are several methods in this class that handle these steps differently.,dataset_re,data/RE_reference/RE-smack.csv,1,"How to send file in Android with Asmack+Openfire? 

could you please send me the code to send file using Asmack + openfire.  
I tried, but I am getting error like `error code=""503"" type=""cancel`.  
Please, help me.

You have to send a fully-qualified jabber ID as detination userID when you create the `OutgoingFileTransfer` it consists of a node, a domain, and a resource (user@domain/resource) as I said before in the comments, actually you are sending `a2@aaa` and is not correct.
    
    
    
    
    test_file
    
    
    
    
    
    http://jabber.org/protocol/bytestreams
    
    
    http://jabber.org/protocol/ibb
    
    
    
    
    
    
    

So, your sentTo variable shoulbe
    
    
    String sentTo = ""user@domain/resource"";
    OutgoingFileTransfer transfer = manager.createOutgoingFileTransfer(sentTo)",1,1,org.jivesoftware.smackx.filetransfer.OutgoingFileTransfer,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.filetransfer.OutgoingFileTransfer,resolved_api,1
SMACK-0051,smack,TU,Form,org.jivesoftware.smackx.Form,org.jivesoftware.smackx.Form,resolved,1,"Represents a Form for gathering data. The form could be of the following types: form ? Indicates a form to fill out. submit ? The form is filled out, and this is the data that is being returned from the form. cancel ? The form was cancelled. Tell the asker that piece of information. result ? Data results being returned from a search, or some other query. Depending of the form's type different operations are available. For example, it's only possible to set answers if the form is of type ""submit"".",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Create a Form to fill out

Description

An XMPP entity may need to gather data from another XMPP entity. Therefore, the data-gathering entity will need to create a new Form, specify the fields that will conform the Form and finally send the Form to the data-providing entity.

Usage

In order to create a Form to fill out use the  Form 's constructor passing the constant  Form.TYPE_FORM  as the parameter. The next step is to create the form fields and add them to the form. In order to create and customize a  FormField  use the  FormField 's constructor specifying the variable name of the field as the parameter. Then use  FormField.setType(String type)  to set the field's type (e.g. FormField.TYPE_HIDDEN, FormField.TYPE_TEXT_SINGLE). Once we have the  Form  instance and the FormFields the last step is to send  Form.addField(FormField field)  for each field that we want to add to the form.

Once the form to fill out is finished we will want to send it in a message. Send  Form.getDataFormToSend()  to the form and add the answer as an extension to the message to send.

Examples

In this example we can see how to create and send a form to fill out: 

> 
>           // Create a new form to gather data
>     Form formToSend = new Form(Form.TYPE_FORM);
>     formToSend.setInstructions(
>     ""Fill out this form to report your case.\nThe case will be created automatically."");
>     formToSend.setTitle(""Case configurations"");
>     // Add a hidden variable to the form
>     FormField field = new FormField(""hidden_var"");
>     field.setType(FormField.TYPE_HIDDEN);
>     field.addValue(""Some value for the hidden variable"");
>     formToSend.addField(field);
>     // Add a fixed variable to the form
>     field = new FormField();
>     field.addValue(""Section 1: Case description"");
>     formToSend.addField(field);
>     // Add a text-single variable to the form
>     field = new FormField(""name"");
>     field.setLabel(""Enter a name for the case"");
>     field.setType(FormField.TYPE_TEXT_SINGLE);
>     formToSend.addField(field);
>     // Add a text-multi variable to the form
>     field = new FormField(""description"");
>     field.setLabel(""Enter a description"");
>     field.setType(FormField.TYPE_TEXT_MULTI);
>     formToSend.addField(field);
>     // Create a chat with ""user2@host.com""
>     Chat chat = conn1.createChat(""user2@host.com"" );
>     Message msg = chat.createMessage();
>     msg.setBody(""To enter a case please fill out this form and send it back to me"");
>     // Add the form to fill out to the message to send
>     msg.addExtension(formToSend.getDataFormToSend());
>     // Send the message with the form to fill out
>     chat.sendMessage(msg);
>",1,1,org.jivesoftware.smackx.Form,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.Form,resolved_api,1
SMACK-0052,smack,TU,PacketCollector,org.jivesoftware.smack.PacketCollector,org.jivesoftware.smack.PacketCollector,resolved,1,"PacketCollector is a Smack construct used to collect incoming packets in a result queue. It supports synchronous waiting, polling, and blocking operations on received packets.",qwen3.8-max,model:qwen3.8-max,0,"###  Processing Incoming Packets 

Smack provides a flexible framework for processing incoming packets using two constructs: 

  * ` org.jivesoftware.smack.PacketCollector ` \-- a class that lets you synchronously wait for new packets. 
  * ` org.jivesoftware.smack.PacketListener ` \-- an interface for asynchronously notifying you of incoming packets. 

A packet listener is used for event style programming, while a packet collector has a result queue of packets that you can do polling and blocking operations on. So, a packet listener is useful when you want to take some action whenever a packet happens to come in, while a packet collector is useful when you want to wait for a specific packet to arrive. Packet collectors and listeners can be created using an ` Connection ` instance. 

The ` org.jivesoftware.smack.filter.PacketFilter ` interface determines which specific packets will be delivered to a ` PacketCollector ` or ` PacketListener `. Many pre-defined filters can be found in the `org.jivesoftware.smack.filter` package. 

The following code snippet demonstrates registering both a packet collector and a packet listener:
    
    
    // Create a packet filter to listen for new messages from a particular
    // user. We use an AndFilter to combine two other filters.
    PacketFilter filter = new AndFilter(new PacketTypeFilter(Message.class), 
    new FromContainsFilter(""mary@jivesoftware.com""));
    // Assume we've created a Connection name ""connection"".
    // First, register a packet collector using the filter we created.
    PacketCollector myCollector = connection.createPacketCollector(filter);
    // Normally, you'd do something with the collector, like wait for new packets.
    // Next, create a packet listener. We use an anonymous inner class for brevity.
    PacketListener myListener = new PacketListener() {
    public void processPacket(Packet packet) {
    // Do something with the incoming packet here.
    }
    };
    // Register the listener.
    connection.addPacketListener(myListener, filter);",1,1,org.jivesoftware.smack.PacketCollector,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smack.PacketCollector,resolved_api,1
SMACK-0053,smack,TU,PubSubManager,org.jivesoftware.smackx.pubsub.PubSubManager,org.jivesoftware.smackx.pubsub.PubSubManager,resolved,1,"This is the starting point for access to the pubsub service. It will provide access to general information about the service, as well as create or retrieve pubsub LeafNode instances. These instances provide the bulk of the functionality as defined in the pubsub specification XEP-0060.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Node creation and configuration

Description

Allowed users may create and configure pubsub nodes. There are two types of nodes that can be created, leaf nodes and collection nodes. 

* Leaf Nodes - contains only messages
* Collection Nodes - contains only nodes (both Leaf and Collection are allowed), but no messages
The current version of this API only supports Leaf Nodes. There are many configuration options available for nodes, but the two main options are whether the node is persistent or not and whether it will deliver payload or not. Usage

In order to create a node you will need to first create an instance of  PubSubManager . There are several options for node creation which range from creating an instant node, default configuration, or a fully configured node.

Examples

Create an instant node: 

> 
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     // Create the node
>     LeafNode leaf = mgr.createNode();
>     

Create a node with default configuration and then configure it: 

> 
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     // Create the node
>     LeafNode leaf = mgr.createNode(""testNode"");
>     ConfigureForm form = new ConfigureForm(FormType.submit);
>     form.setAccessModel(AccessModel.open);
>     form.setDeliverPayloads(false);
>     form.setNotifyRetract(true);
>     form.setPersistentItems(true);
>     form.setPublishModel(PublishModel.open);
>     leaf.sendConfigurationForm(form);
>     

Create and configure a node: 

> 
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     // Create the node
>     ConfigureForm form = new ConfigureForm(FormType.submit);
>     form.setAccessModel(AccessModel.open);
>     form.setDeliverPayloads(false);
>     form.setNotifyRetract(true);
>     form.setPersistentItems(true);
>     form.setPublishModel(PublishModel.open);
>     LeafNode leaf = mgr.createNode(""testNode"", form);
>",1,1,org.jivesoftware.smackx.pubsub.PubSubManager,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.pubsub.PubSubManager,resolved_api,1
SMACK-0054,smack,TU,Node,org.jivesoftware.smackx.pubsub.Node,org.jivesoftware.smackx.pubsub.Node,resolved,1,This class translates low level item deletion events into api level objects for user consumption.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Discover pubsub information

Description

A user may want to query a server or node for a variety of pubsub related information.

Usage

To retrieve information, a user will simply use either the  PubSubManager  or  Node  classes depending on what type of information is required. Examples

In this example we can see how to get pubsub capabilities: 

> 
>           
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     // Get the pubsub features that are supported
>     DiscoverInfo supportedFeatures = mgr.getSupportedFeatures();
>     

In this example we can see how to get pubsub subscriptions for all nodes: 

> 
>           
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     // Get all the subscriptions in the pubsub service
>     List<Subscription> subscriptions = mgr.getSubscriptions();
>     

In this example we can see how to get all affiliations for the users bare JID on the pubsub service: 

> 
>           
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     // Get the affiliations for the users bare JID
>     List<Affiliation> affiliations = mgr.getAffiliations();
>     

In this example we can see how to get information about the node: 

> 
>           
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     Node node = mgr.getNode(""testNode"");
>     // Get the node information
>     DiscoverInfo nodeInfo = node.discoverInfo();
>     

In this example we can see how to discover the node items: 

> 
>           
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     Node node = mgr.getNode(""testNode"");
>     // Discover the node items
>     DiscoverItems nodeItems = node.discoverItems();
>     

In this example we can see how to get node subscriptions: 

> 
>           
>     // Create a pubsub manager using an existing Connection
>     PubSubManager mgr = new PubSubManager(con);
>     Node node = mgr.getNode(""testNode"");
>     // Discover the node subscriptions
>     List<Subscription> subscriptions = node.getSubscriptions();
>",1,1,org.jivesoftware.smackx.pubsub.Node,dataset canonical hint exactly matches an authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.pubsub.Node,resolved_api,1
SMACK-0055,smack,TU,ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved,1,Manages discovery of services in XMPP entities. This class provides: A registry of supported features in this XMPP entity. Automatic response when this XMPP entity is queried for information. Ability to discover items and information of remote XMPP entities. Ability to publish publicly available items.,dataset_re,data/RE_reference/RE-smack.csv,1,"###  Manage XMPP entity features

Description

Any XMPP entity may receive a discovery request and must answer with its associated items or information. Therefore, your Smack client may receive a discovery request that must respond to (i.e., if your client supports XHTML-IM). This extension automatically responds to a discovery request with the information that you previously configured.

Usage

In order to configure the supported features by your client you should first obtain the ServiceDiscoveryManager associated with your Connection. To get your ServiceDiscoveryManager send  ServiceDiscoveryManager.getInstanceFor(connection)  to the class  ServiceDiscoveryManager  where connection is your Connection. 

Once you have your ServiceDiscoveryManager you will be able to manage the supported features. To register a new feature send  ServiceDiscoveryManager.addFeature(feature)  to your  ServiceDiscoveryManager  where feature is a String that represents the supported feature. To remove a supported feature send  ServiceDiscoveryManager.removeFeature(feature)  to your  ServiceDiscoveryManager  where feature is a String that represents the feature to remove.

Examples

In this example we can see how to add and remove supported features: 

> 
>           // Obtain the ServiceDiscoveryManager associated with my Connection
>     ServiceDiscoveryManager discoManager = ServiceDiscoveryManager.getInstanceFor(connection);
>     // Register that a new feature is supported by this XMPP entity
>     discoManager.addFeature(namespace1);
>     // Remove the specified feature from the supported features by this XMPP entity
>     discoManager.removeFeature(namespace2);
>",1,1,org.jivesoftware.smackx.ServiceDiscoveryManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.ServiceDiscoveryManager,resolved_api,1
SMACK-0056,smack,TU,XHTMLManager,org.jivesoftware.smackx.XHTMLManager,org.jivesoftware.smackx.XHTMLManager,resolved,1,"Manages XHTML formatted texts within messages. A XHTMLManager provides a high level access to get and set XHTML bodies to messages, enable and disable XHTML support and check if remote XMPP clients support XHTML.",dataset_re,data/RE_reference/RE-smack.csv,1,"###  Receive an XHTML Message

Description

It is also possible to obtain the XHTML content from a received message. Remember that the specification defines that a message may contain several XHTML bodies where each body should be for a different language.

Usage

To get the XHTML bodies of a given message just send the message  #XHTMLManager.getBodies(Message)  to the class  XHTMLManager . The answer of this message will be an Iterator with the different XHTML bodies of the message or null if none.

Example

In this example we can see how to create a PacketListener that obtains the XHTML bodies of any received message. 

> 
>           // Create a listener for the chat and display any XHTML content
>     PacketListener packetListener = new PacketListener() {
>     public void processPacket(Packet packet) {
>     Message message = (Message) packet;
>     // Obtain the XHTML bodies of the message
>     Iterator it = XHTMLManager.getBodies(message);
>     if (it != null) {
>     // Display the bodies on the console
>     while (it.hasNext()) {
>     String body = (String) it.next();
>     System.out.println(body);
>     }
>     }
>     };
>     chat.addMessageListener(packetListener);
>",1,1,org.jivesoftware.smackx.XHTMLManager,unique authoritative class,org.igniterealtime.smack:smack+smackx:3.2.1,org.jivesoftware.smackx.XHTMLManager,resolved_api,1
